N: 10
J1/J2 START: 0.8
J1/J2 END: 1.4
datapoints: 50000
caculation time with 16 threads: 5485.58 seconds

J1/J2	Delta E in J2
0.835676	0.10303
0.835688	0.103021
0.8357	0.103013
0.835712	0.103004
0.835724	0.102995
0.835736	0.102987
0.835748	0.102978
0.83576	0.102969
0.835772	0.10296
0.835784	0.102952
0.835796	0.102943
0.835808	0.102934
0.83582	0.102925
0.835832	0.102917
0.835844	0.102908
0.835856	0.102899
0.835868	0.102891
0.83588	0.102882
0.835892	0.102873
0.835904	0.102864
0.835916	0.102856
0.835928	0.102847
0.83594	0.102838
0.835952	0.102829
0.835964	0.102821
0.835976	0.102812
0.835988	0.102803
0.836	0.102795
0.836012	0.102786
0.836024	0.102777
0.836036	0.102768
0.836048	0.10276
0.83606	0.102751
0.836072	0.102742
0.836084	0.102734
0.836096	0.102725
0.836108	0.102716
0.83612	0.102707
0.836132	0.102699
0.836144	0.10269
0.836156	0.102681
0.836168	0.102672
0.83618	0.102664
0.836192	0.102655
0.836204	0.102646
0.836216	0.102638
0.836228	0.102629
0.83624	0.10262
0.836252	0.102611
0.836264	0.102603
0.836276	0.102594
0.836288	0.102585
0.8363	0.102576
0.836312	0.102568
0.836324	0.102559
0.836336	0.10255
0.836348	0.102542
0.83636	0.102533
0.836372	0.102524
0.836384	0.102515
0.836396	0.102507
0.836408	0.102498
0.83642	0.102489
0.836432	0.102481
0.836444	0.102472
0.836456	0.102463
0.836468	0.102454
0.83648	0.102446
0.836492	0.102437
0.836504	0.102428
0.836516	0.10242
0.836528	0.102411
0.83654	0.102402
0.836552	0.102393
0.836564	0.102385
0.836576	0.102376
0.836588	0.102367
0.8366	0.102358
0.836612	0.10235
0.836624	0.102341
0.836636	0.102332
0.836648	0.102324
0.83666	0.102315
0.836672	0.102306
0.836684	0.102297
0.836696	0.102289
0.836708	0.10228
0.83672	0.102271
0.836732	0.102263
0.836744	0.102254
0.836756	0.102245
0.836768	0.102236
0.83678	0.102228
0.836792	0.102219
0.836804	0.10221
0.836816	0.102202
0.836828	0.102193
0.83684	0.102184
0.836852	0.102175
0.836864	0.102167
0.836876	0.102158
0.836888	0.102149
0.8369	0.102141
0.836912	0.102132
0.836924	0.102123
0.836936	0.102114
0.836948	0.102106
0.83696	0.102097
0.836972	0.102088
0.836984	0.10208
0.836996	0.102071
0.837008	0.102062
0.83702	0.102053
0.837032	0.102045
0.837044	0.102036
0.837056	0.102027
0.837068	0.102019
0.83708	0.10201
0.837092	0.102001
0.837104	0.101992
0.837116	0.101984
0.837128	0.101975
0.83714	0.101966
0.837152	0.101958
0.837164	0.101949
0.837176	0.10194
0.837188	0.101931
0.8372	0.101923
0.837212	0.101914
0.837224	0.101905
0.837236	0.101897
0.837248	0.101888
0.83726	0.101879
0.837272	0.10187
0.837284	0.101862
0.837296	0.101853
0.837308	0.101844
0.83732	0.101836
0.837332	0.101827
0.837344	0.101818
0.837356	0.101809
0.837368	0.101801
0.83738	0.101792
0.837392	0.101783
0.837404	0.101775
0.837416	0.101766
0.837428	0.101757
0.83744	0.101748
0.837452	0.10174
0.837464	0.101731
0.837476	0.101722
0.837488	0.101714
0.8375	0.101705
0.837512	0.101696
0.837524	0.101687
0.837536	0.101679
0.837548	0.10167
0.83756	0.101661
0.837572	0.101653
0.837584	0.101644
0.837596	0.101635
0.837608	0.101626
0.83762	0.101618
0.837632	0.101609
0.837644	0.1016
0.837656	0.101592
0.837668	0.101583
0.83768	0.101574
0.837692	0.101565
0.837704	0.101557
0.837716	0.101548
0.837728	0.101539
0.83774	0.101531
0.837752	0.101522
0.837764	0.101513
0.837776	0.101505
0.837788	0.101496
0.8378	0.101487
0.837812	0.101478
0.837824	0.10147
0.837836	0.101461
0.837848	0.101452
0.83786	0.101444
0.837872	0.101435
0.837884	0.101426
0.837896	0.101417
0.837908	0.101409
0.83792	0.1014
0.837932	0.101391
0.837944	0.101383
0.837956	0.101374
0.837968	0.101365
0.83798	0.101356
0.837992	0.101348
0.838004	0.101339
0.838016	0.10133
0.838028	0.101322
0.83804	0.101313
0.838052	0.101304
0.838064	0.101296
0.838076	0.101287
0.838088	0.101278
0.8381	0.101269
0.838112	0.101261
0.838124	0.101252
0.838136	0.101243
0.838148	0.101235
0.83816	0.101226
0.838172	0.101217
0.838184	0.101208
0.838196	0.1012
0.838208	0.101191
0.83822	0.101182
0.838232	0.101174
0.838244	0.101165
0.838256	0.101156
0.838268	0.101148
0.83828	0.101139
0.838292	0.10113
0.838304	0.101121
0.838316	0.101113
0.838328	0.101104
0.83834	0.101095
0.838352	0.101087
0.838364	0.101078
0.838376	0.101069
0.838388	0.10106
0.8384	0.101052
0.838412	0.101043
0.838424	0.101034
0.838436	0.101026
0.838448	0.101017
0.83846	0.101008
0.838472	0.101
0.838484	0.100991
0.838496	0.100982
0.838508	0.100973
0.83852	0.100965
0.838532	0.100956
0.838544	0.100947
0.838556	0.100939
0.838568	0.10093
0.83858	0.100921
0.838592	0.100913
0.838604	0.100904
0.838616	0.100895
0.838628	0.100886
0.83864	0.100878
0.838652	0.100869
0.838664	0.10086
0.838676	0.100852
0.838688	0.100843
0.8387	0.100834
0.838712	0.100826
0.838724	0.100817
0.838736	0.100808
0.838748	0.100799
0.83876	0.100791
0.838772	0.100782
0.838784	0.100773
0.838796	0.100765
0.838808	0.100756
0.83882	0.100747
0.838832	0.100739
0.838844	0.10073
0.838856	0.100721
0.838868	0.100712
0.83888	0.100704
0.838892	0.100695
0.838904	0.100686
0.838916	0.100678
0.838928	0.100669
0.83894	0.10066
0.838952	0.100652
0.838964	0.100643
0.838976	0.100634
0.838988	0.100625
0.839	0.100617
0.839012	0.100608
0.839024	0.100599
0.839036	0.100591
0.839048	0.100582
0.83906	0.100573
0.839072	0.100565
0.839084	0.100556
0.839096	0.100547
0.839108	0.100538
0.83912	0.10053
0.839132	0.100521
0.839144	0.100512
0.839156	0.100504
0.839168	0.100495
0.83918	0.100486
0.839192	0.100478
0.839204	0.100469
0.839216	0.10046
0.839228	0.100451
0.83924	0.100443
0.839252	0.100434
0.839264	0.100425
0.839276	0.100417
0.839288	0.100408
0.8393	0.100399
0.839312	0.100391
0.839324	0.100382
0.839336	0.100373
0.839348	0.100365
0.83936	0.100356
0.839372	0.100347
0.839384	0.100338
0.839396	0.10033
0.839408	0.100321
0.83942	0.100312
0.839432	0.100304
0.839444	0.100295
0.839456	0.100286
0.839468	0.100278
0.83948	0.100269
0.839492	0.10026
0.839504	0.100252
0.839516	0.100243
0.839528	0.100234
0.83954	0.100225
0.839552	0.100217
0.839564	0.100208
0.839576	0.100199
0.839588	0.100191
0.8396	0.100182
0.839612	0.100173
0.839624	0.100165
0.839636	0.100156
0.839648	0.100147
0.83966	0.100139
0.839672	0.10013
0.839684	0.100121
0.839696	0.100112
0.839708	0.100104
0.83972	0.100095
0.839732	0.100086
0.839744	0.100078
0.839756	0.100069
0.839768	0.10006
0.83978	0.100052
0.839792	0.100043
0.839804	0.100034
0.839816	0.100026
0.839828	0.100017
0.83984	0.100008
0.839852	0.0999994
0.839864	0.0999907
0.839876	0.0999821
0.839888	0.0999734
0.8399	0.0999647
0.839912	0.099956
0.839924	0.0999473
0.839936	0.0999386
0.839948	0.0999299
0.83996	0.0999212
0.839972	0.0999125
0.839984	0.0999038
0.839996	0.0998952
0.840008	0.0998865
0.84002	0.0998778
0.840032	0.0998691
0.840044	0.0998604
0.840056	0.0998517
0.840068	0.099843
0.84008	0.0998343
0.840092	0.0998256
0.840104	0.099817
0.840116	0.0998083
0.840128	0.0997996
0.84014	0.0997909
0.840152	0.0997822
0.840164	0.0997735
0.840176	0.0997648
0.840188	0.0997561
0.8402	0.0997475
0.840212	0.0997388
0.840224	0.0997301
0.840236	0.0997214
0.840248	0.0997127
0.84026	0.099704
0.840272	0.0996953
0.840284	0.0996866
0.840296	0.099678
0.840308	0.0996693
0.84032	0.0996606
0.840332	0.0996519
0.840344	0.0996432
0.840356	0.0996345
0.840368	0.0996258
0.84038	0.0996172
0.840392	0.0996085
0.840404	0.0995998
0.840416	0.0995911
0.840428	0.0995824
0.84044	0.0995737
0.840452	0.099565
0.840464	0.0995564
0.840476	0.0995477
0.840488	0.099539
0.8405	0.0995303
0.840512	0.0995216
0.840524	0.0995129
0.840536	0.0995042
0.840548	0.0994956
0.84056	0.0994869
0.840572	0.0994782
0.840584	0.0994695
0.840596	0.0994608
0.840608	0.0994521
0.84062	0.0994435
0.840632	0.0994348
0.840644	0.0994261
0.840656	0.0994174
0.840668	0.0994087
0.84068	0.0994
0.840692	0.0993914
0.840704	0.0993827
0.840716	0.099374
0.840728	0.0993653
0.84074	0.0993566
0.840752	0.0993479
0.840764	0.0993393
0.840776	0.0993306
0.840788	0.0993219
0.8408	0.0993132
0.840812	0.0993045
0.840824	0.0992958
0.840836	0.0992872
0.840848	0.0992785
0.84086	0.0992698
0.840872	0.0992611
0.840884	0.0992524
0.840896	0.0992438
0.840908	0.0992351
0.84092	0.0992264
0.840932	0.0992177
0.840944	0.099209
0.840956	0.0992004
0.840968	0.0991917
0.84098	0.099183
0.840992	0.0991743
0.841004	0.0991656
0.841016	0.0991569
0.841028	0.0991483
0.84104	0.0991396
0.841052	0.0991309
0.841064	0.0991222
0.841076	0.0991135
0.841088	0.0991049
0.8411	0.0990962
0.841112	0.0990875
0.841124	0.0990788
0.841136	0.0990702
0.841148	0.0990615
0.84116	0.0990528
0.841172	0.0990441
0.841184	0.0990354
0.841196	0.0990268
0.841208	0.0990181
0.84122	0.0990094
0.841232	0.0990007
0.841244	0.098992
0.841256	0.0989834
0.841268	0.0989747
0.84128	0.098966
0.841292	0.0989573
0.841304	0.0989487
0.841316	0.09894
0.841328	0.0989313
0.84134	0.0989226
0.841352	0.0989139
0.841364	0.0989053
0.841376	0.0988966
0.841388	0.0988879
0.8414	0.0988792
0.841412	0.0988706
0.841424	0.0988619
0.841436	0.0988532
0.841448	0.0988445
0.84146	0.0988359
0.841472	0.0988272
0.841484	0.0988185
0.841496	0.0988098
0.841508	0.0988011
0.84152	0.0987925
0.841532	0.0987838
0.841544	0.0987751
0.841556	0.0987664
0.841568	0.0987578
0.84158	0.0987491
0.841592	0.0987404
0.841604	0.0987317
0.841616	0.0987231
0.841628	0.0987144
0.84164	0.0987057
0.841652	0.098697
0.841664	0.0986884
0.841676	0.0986797
0.841688	0.098671
0.8417	0.0986623
0.841712	0.0986537
0.841724	0.098645
0.841736	0.0986363
0.841748	0.0986277
0.84176	0.098619
0.841772	0.0986103
0.841784	0.0986016
0.841796	0.098593
0.841808	0.0985843
0.84182	0.0985756
0.841832	0.0985669
0.841844	0.0985583
0.841856	0.0985496
0.841868	0.0985409
0.84188	0.0985323
0.841892	0.0985236
0.841904	0.0985149
0.841916	0.0985062
0.841928	0.0984976
0.84194	0.0984889
0.841952	0.0984802
0.841964	0.0984715
0.841976	0.0984629
0.841988	0.0984542
0.842	0.0984455
0.842012	0.0984369
0.842024	0.0984282
0.842036	0.0984195
0.842048	0.0984108
0.84206	0.0984022
0.842072	0.0983935
0.842084	0.0983848
0.842096	0.0983762
0.842108	0.0983675
0.84212	0.0983588
0.842132	0.0983502
0.842144	0.0983415
0.842156	0.0983328
0.842168	0.0983241
0.84218	0.0983155
0.842192	0.0983068
0.842204	0.0982981
0.842216	0.0982895
0.842228	0.0982808
0.84224	0.0982721
0.842252	0.0982635
0.842264	0.0982548
0.842276	0.0982461
0.842288	0.0982374
0.8423	0.0982288
0.842312	0.0982201
0.842324	0.0982114
0.842336	0.0982028
0.842348	0.0981941
0.84236	0.0981854
0.842372	0.0981768
0.842384	0.0981681
0.842396	0.0981594
0.842408	0.0981508
0.84242	0.0981421
0.842432	0.0981334
0.842444	0.0981248
0.842456	0.0981161
0.842468	0.0981074
0.84248	0.0980988
0.842492	0.0980901
0.842504	0.0980814
0.842516	0.0980728
0.842528	0.0980641
0.84254	0.0980554
0.842552	0.0980468
0.842564	0.0980381
0.842576	0.0980294
0.842588	0.0980208
0.8426	0.0980121
0.842612	0.0980034
0.842624	0.0979948
0.842636	0.0979861
0.842648	0.0979774
0.84266	0.0979688
0.842672	0.0979601
0.842684	0.0979514
0.842696	0.0979428
0.842708	0.0979341
0.84272	0.0979254
0.842732	0.0979168
0.842744	0.0979081
0.842756	0.0978994
0.842768	0.0978908
0.84278	0.0978821
0.842792	0.0978735
0.842804	0.0978648
0.842816	0.0978561
0.842828	0.0978475
0.84284	0.0978388
0.842852	0.0978301
0.842864	0.0978215
0.842876	0.0978128
0.842888	0.0978041
0.8429	0.0977955
0.842912	0.0977868
0.842924	0.0977782
0.842936	0.0977695
0.842948	0.0977608
0.84296	0.0977522
0.842972	0.0977435
0.842984	0.0977348
0.842996	0.0977262
0.843008	0.0977175
0.84302	0.0977089
0.843032	0.0977002
0.843044	0.0976915
0.843056	0.0976829
0.843068	0.0976742
0.84308	0.0976655
0.843092	0.0976569
0.843104	0.0976482
0.843116	0.0976396
0.843128	0.0976309
0.84314	0.0976222
0.843152	0.0976136
0.843164	0.0976049
0.843176	0.0975963
0.843188	0.0975876
0.8432	0.0975789
0.843212	0.0975703
0.843224	0.0975616
0.843236	0.097553
0.843248	0.0975443
0.84326	0.0975356
0.843272	0.097527
0.843284	0.0975183
0.843296	0.0975097
0.843308	0.097501
0.84332	0.0974923
0.843332	0.0974837
0.843344	0.097475
0.843356	0.0974664
0.843368	0.0974577
0.84338	0.097449
0.843392	0.0974404
0.843404	0.0974317
0.843416	0.0974231
0.843428	0.0974144
0.84344	0.0974058
0.843452	0.0973971
0.843464	0.0973884
0.843476	0.0973798
0.843488	0.0973711
0.8435	0.0973625
0.843512	0.0973538
0.843524	0.0973451
0.843536	0.0973365
0.843548	0.0973278
0.84356	0.0973192
0.843572	0.0973105
0.843584	0.0973019
0.843596	0.0972932
0.843608	0.0972845
0.84362	0.0972759
0.843632	0.0972672
0.843644	0.0972586
0.843656	0.0972499
0.843668	0.0972413
0.84368	0.0972326
0.843692	0.097224
0.843704	0.0972153
0.843716	0.0972066
0.843728	0.097198
0.84374	0.0971893
0.843752	0.0971807
0.843764	0.097172
0.843776	0.0971634
0.843788	0.0971547
0.8438	0.0971461
0.843812	0.0971374
0.843824	0.0971287
0.843836	0.0971201
0.843848	0.0971114
0.84386	0.0971028
0.843872	0.0970941
0.843884	0.0970855
0.843896	0.0970768
0.843908	0.0970682
0.84392	0.0970595
0.843932	0.0970509
0.843944	0.0970422
0.843956	0.0970335
0.843968	0.0970249
0.84398	0.0970162
0.843992	0.0970076
0.844004	0.0969989
0.844016	0.0969903
0.844028	0.0969816
0.84404	0.096973
0.844052	0.0969643
0.844064	0.0969557
0.844076	0.096947
0.844088	0.0969384
0.8441	0.0969297
0.844112	0.0969211
0.844124	0.0969124
0.844136	0.0969038
0.844148	0.0968951
0.84416	0.0968865
0.844172	0.0968778
0.844184	0.0968692
0.844196	0.0968605
0.844208	0.0968518
0.84422	0.0968432
0.844232	0.0968345
0.844244	0.0968259
0.844256	0.0968172
0.844268	0.0968086
0.84428	0.0967999
0.844292	0.0967913
0.844304	0.0967826
0.844316	0.096774
0.844328	0.0967653
0.84434	0.0967567
0.844352	0.096748
0.844364	0.0967394
0.844376	0.0967307
0.844388	0.0967221
0.8444	0.0967134
0.844412	0.0967048
0.844424	0.0966961
0.844436	0.0966875
0.844448	0.0966788
0.84446	0.0966702
0.844472	0.0966616
0.844484	0.0966529
0.844496	0.0966443
0.844508	0.0966356
0.84452	0.096627
0.844532	0.0966183
0.844544	0.0966097
0.844556	0.096601
0.844568	0.0965924
0.84458	0.0965837
0.844592	0.0965751
0.844604	0.0965664
0.844616	0.0965578
0.844628	0.0965491
0.84464	0.0965405
0.844652	0.0965318
0.844664	0.0965232
0.844676	0.0965145
0.844688	0.0965059
0.8447	0.0964972
0.844712	0.0964886
0.844724	0.09648
0.844736	0.0964713
0.844748	0.0964627
0.84476	0.096454
0.844772	0.0964454
0.844784	0.0964367
0.844796	0.0964281
0.844808	0.0964194
0.84482	0.0964108
0.844832	0.0964021
0.844844	0.0963935
0.844856	0.0963848
0.844868	0.0963762
0.84488	0.0963676
0.844892	0.0963589
0.844904	0.0963503
0.844916	0.0963416
0.844928	0.096333
0.84494	0.0963243
0.844952	0.0963157
0.844964	0.096307
0.844976	0.0962984
0.844988	0.0962898
0.845	0.0962811
0.845012	0.0962725
0.845024	0.0962638
0.845036	0.0962552
0.845048	0.0962465
0.84506	0.0962379
0.845072	0.0962293
0.845084	0.0962206
0.845096	0.096212
0.845108	0.0962033
0.84512	0.0961947
0.845132	0.096186
0.845144	0.0961774
0.845156	0.0961688
0.845168	0.0961601
0.84518	0.0961515
0.845192	0.0961428
0.845204	0.0961342
0.845216	0.0961255
0.845228	0.0961169
0.84524	0.0961083
0.845252	0.0960996
0.845264	0.096091
0.845276	0.0960823
0.845288	0.0960737
0.8453	0.0960651
0.845312	0.0960564
0.845324	0.0960478
0.845336	0.0960391
0.845348	0.0960305
0.84536	0.0960218
0.845372	0.0960132
0.845384	0.0960046
0.845396	0.0959959
0.845408	0.0959873
0.84542	0.0959786
0.845432	0.09597
0.845444	0.0959614
0.845456	0.0959527
0.845468	0.0959441
0.84548	0.0959355
0.845492	0.0959268
0.845504	0.0959182
0.845516	0.0959095
0.845528	0.0959009
0.84554	0.0958923
0.845552	0.0958836
0.845564	0.095875
0.845576	0.0958663
0.845588	0.0958577
0.8456	0.0958491
0.845612	0.0958404
0.845624	0.0958318
0.845636	0.0958231
0.845648	0.0958145
0.84566	0.0958059
0.845672	0.0957972
0.845684	0.0957886
0.845696	0.09578
0.845708	0.0957713
0.84572	0.0957627
0.845732	0.095754
0.845744	0.0957454
0.845756	0.0957368
0.845768	0.0957281
0.84578	0.0957195
0.845792	0.0957109
0.845804	0.0957022
0.845816	0.0956936
0.845828	0.095685
0.84584	0.0956763
0.845852	0.0956677
0.845864	0.095659
0.845876	0.0956504
0.845888	0.0956418
0.8459	0.0956331
0.845912	0.0956245
0.845924	0.0956159
0.845936	0.0956072
0.845948	0.0955986
0.84596	0.09559
0.845972	0.0955813
0.845984	0.0955727
0.845996	0.0955641
0.846008	0.0955554
0.84602	0.0955468
0.846032	0.0955382
0.846044	0.0955295
0.846056	0.0955209
0.846068	0.0955123
0.84608	0.0955036
0.846092	0.095495
0.846104	0.0954864
0.846116	0.0954777
0.846128	0.0954691
0.84614	0.0954605
0.846152	0.0954518
0.846164	0.0954432
0.846176	0.0954346
0.846188	0.0954259
0.8462	0.0954173
0.846212	0.0954087
0.846224	0.0954
0.846236	0.0953914
0.846248	0.0953828
0.84626	0.0953741
0.846272	0.0953655
0.846284	0.0953569
0.846296	0.0953482
0.846308	0.0953396
0.84632	0.095331
0.846332	0.0953223
0.846344	0.0953137
0.846356	0.0953051
0.846368	0.0952964
0.84638	0.0952878
0.846392	0.0952792
0.846404	0.0952706
0.846416	0.0952619
0.846428	0.0952533
0.84644	0.0952447
0.846452	0.095236
0.846464	0.0952274
0.846476	0.0952188
0.846488	0.0952101
0.8465	0.0952015
0.846512	0.0951929
0.846524	0.0951843
0.846536	0.0951756
0.846548	0.095167
0.84656	0.0951584
0.846572	0.0951497
0.846584	0.0951411
0.846596	0.0951325
0.846608	0.0951239
0.84662	0.0951152
0.846632	0.0951066
0.846644	0.095098
0.846656	0.0950893
0.846668	0.0950807
0.84668	0.0950721
0.846692	0.0950635
0.846704	0.0950548
0.846716	0.0950462
0.846728	0.0950376
0.84674	0.0950289
0.846752	0.0950203
0.846764	0.0950117
0.846776	0.0950031
0.846788	0.0949944
0.8468	0.0949858
0.846812	0.0949772
0.846824	0.0949686
0.846836	0.0949599
0.846848	0.0949513
0.84686	0.0949427
0.846872	0.094934
0.846884	0.0949254
0.846896	0.0949168
0.846908	0.0949082
0.84692	0.0948995
0.846932	0.0948909
0.846944	0.0948823
0.846956	0.0948737
0.846968	0.094865
0.84698	0.0948564
0.846992	0.0948478
0.847004	0.0948392
0.847016	0.0948305
0.847028	0.0948219
0.84704	0.0948133
0.847052	0.0948047
0.847064	0.094796
0.847076	0.0947874
0.847088	0.0947788
0.8471	0.0947702
0.847112	0.0947615
0.847124	0.0947529
0.847136	0.0947443
0.847148	0.0947357
0.84716	0.094727
0.847172	0.0947184
0.847184	0.0947098
0.847196	0.0947012
0.847208	0.0946926
0.84722	0.0946839
0.847232	0.0946753
0.847244	0.0946667
0.847256	0.0946581
0.847268	0.0946494
0.84728	0.0946408
0.847292	0.0946322
0.847304	0.0946236
0.847316	0.094615
0.847328	0.0946063
0.84734	0.0945977
0.847352	0.0945891
0.847364	0.0945805
0.847376	0.0945718
0.847388	0.0945632
0.8474	0.0945546
0.847412	0.094546
0.847424	0.0945374
0.847436	0.0945287
0.847448	0.0945201
0.84746	0.0945115
0.847472	0.0945029
0.847484	0.0944943
0.847496	0.0944856
0.847508	0.094477
0.84752	0.0944684
0.847532	0.0944598
0.847544	0.0944512
0.847556	0.0944425
0.847568	0.0944339
0.84758	0.0944253
0.847592	0.0944167
0.847604	0.0944081
0.847616	0.0943994
0.847628	0.0943908
0.84764	0.0943822
0.847652	0.0943736
0.847664	0.094365
0.847676	0.0943563
0.847688	0.0943477
0.8477	0.0943391
0.847712	0.0943305
0.847724	0.0943219
0.847736	0.0943133
0.847748	0.0943046
0.84776	0.094296
0.847772	0.0942874
0.847784	0.0942788
0.847796	0.0942702
0.847808	0.0942615
0.84782	0.0942529
0.847832	0.0942443
0.847844	0.0942357
0.847856	0.0942271
0.847868	0.0942185
0.84788	0.0942098
0.847892	0.0942012
0.847904	0.0941926
0.847916	0.094184
0.847928	0.0941754
0.84794	0.0941668
0.847952	0.0941581
0.847964	0.0941495
0.847976	0.0941409
0.847988	0.0941323
0.848	0.0941237
0.848012	0.0941151
0.848024	0.0941065
0.848036	0.0940978
0.848048	0.0940892
0.84806	0.0940806
0.848072	0.094072
0.848084	0.0940634
0.848096	0.0940548
0.848108	0.0940461
0.84812	0.0940375
0.848132	0.0940289
0.848144	0.0940203
0.848156	0.0940117
0.848168	0.0940031
0.84818	0.0939945
0.848192	0.0939858
0.848204	0.0939772
0.848216	0.0939686
0.848228	0.09396
0.84824	0.0939514
0.848252	0.0939428
0.848264	0.0939342
0.848276	0.0939256
0.848288	0.0939169
0.8483	0.0939083
0.848312	0.0938997
0.848324	0.0938911
0.848336	0.0938825
0.848348	0.0938739
0.84836	0.0938653
0.848372	0.0938567
0.848384	0.093848
0.848396	0.0938394
0.848408	0.0938308
0.84842	0.0938222
0.848432	0.0938136
0.848444	0.093805
0.848456	0.0937964
0.848468	0.0937878
0.84848	0.0937792
0.848492	0.0937705
0.848504	0.0937619
0.848516	0.0937533
0.848528	0.0937447
0.84854	0.0937361
0.848552	0.0937275
0.848564	0.0937189
0.848576	0.0937103
0.848588	0.0937017
0.8486	0.0936931
0.848612	0.0936844
0.848624	0.0936758
0.848636	0.0936672
0.848648	0.0936586
0.84866	0.09365
0.848672	0.0936414
0.848684	0.0936328
0.848696	0.0936242
0.848708	0.0936156
0.84872	0.093607
0.848732	0.0935984
0.848744	0.0935897
0.848756	0.0935811
0.848768	0.0935725
0.84878	0.0935639
0.848792	0.0935553
0.848804	0.0935467
0.848816	0.0935381
0.848828	0.0935295
0.84884	0.0935209
0.848852	0.0935123
0.848864	0.0935037
0.848876	0.0934951
0.848888	0.0934865
0.8489	0.0934778
0.848912	0.0934692
0.848924	0.0934606
0.848936	0.093452
0.848948	0.0934434
0.84896	0.0934348
0.848972	0.0934262
0.848984	0.0934176
0.848996	0.093409
0.849008	0.0934004
0.84902	0.0933918
0.849032	0.0933832
0.849044	0.0933746
0.849056	0.093366
0.849068	0.0933574
0.84908	0.0933488
0.849092	0.0933402
0.849104	0.0933315
0.849116	0.0933229
0.849128	0.0933143
0.84914	0.0933057
0.849152	0.0932971
0.849164	0.0932885
0.849176	0.0932799
0.849188	0.0932713
0.8492	0.0932627
0.849212	0.0932541
0.849224	0.0932455
0.849236	0.0932369
0.849248	0.0932283
0.84926	0.0932197
0.849272	0.0932111
0.849284	0.0932025
0.849296	0.0931939
0.849308	0.0931853
0.84932	0.0931767
0.849332	0.0931681
0.849344	0.0931595
0.849356	0.0931509
0.849368	0.0931423
0.84938	0.0931337
0.849392	0.0931251
0.849404	0.0931165
0.849416	0.0931079
0.849428	0.0930993
0.84944	0.0930907
0.849452	0.0930821
0.849464	0.0930735
0.849476	0.0930649
0.849488	0.0930562
0.8495	0.0930476
0.849512	0.093039
0.849524	0.0930304
0.849536	0.0930218
0.849548	0.0930132
0.84956	0.0930046
0.849572	0.092996
0.849584	0.0929874
0.849596	0.0929788
0.849608	0.0929702
0.84962	0.0929616
0.849632	0.092953
0.849644	0.0929444
0.849656	0.0929358
0.849668	0.0929272
0.84968	0.0929186
0.849692	0.09291
0.849704	0.0929014
0.849716	0.0928928
0.849728	0.0928842
0.84974	0.0928757
0.849752	0.0928671
0.849764	0.0928585
0.849776	0.0928499
0.849788	0.0928413
0.8498	0.0928327
0.849812	0.0928241
0.849824	0.0928155
0.849836	0.0928069
0.849848	0.0927983
0.84986	0.0927897
0.849872	0.0927811
0.849884	0.0927725
0.849896	0.0927639
0.849908	0.0927553
0.84992	0.0927467
0.849932	0.0927381
0.849944	0.0927295
0.849956	0.0927209
0.849968	0.0927123
0.84998	0.0927037
0.849992	0.0926951
0.850004	0.0926865
0.850016	0.0926779
0.850028	0.0926693
0.85004	0.0926607
0.850052	0.0926521
0.850064	0.0926435
0.850076	0.0926349
0.850088	0.0926263
0.8501	0.0926177
0.850112	0.0926091
0.850124	0.0926006
0.850136	0.092592
0.850148	0.0925834
0.85016	0.0925748
0.850172	0.0925662
0.850184	0.0925576
0.850196	0.092549
0.850208	0.0925404
0.85022	0.0925318
0.850232	0.0925232
0.850244	0.0925146
0.850256	0.092506
0.850268	0.0924974
0.85028	0.0924888
0.850292	0.0924802
0.850304	0.0924716
0.850316	0.092463
0.850328	0.0924545
0.85034	0.0924459
0.850352	0.0924373
0.850364	0.0924287
0.850376	0.0924201
0.850388	0.0924115
0.8504	0.0924029
0.850412	0.0923943
0.850424	0.0923857
0.850436	0.0923771
0.850448	0.0923685
0.85046	0.0923599
0.850472	0.0923513
0.850484	0.0923428
0.850496	0.0923342
0.850508	0.0923256
0.85052	0.092317
0.850532	0.0923084
0.850544	0.0922998
0.850556	0.0922912
0.850568	0.0922826
0.85058	0.092274
0.850592	0.0922654
0.850604	0.0922568
0.850616	0.0922483
0.850628	0.0922397
0.85064	0.0922311
0.850652	0.0922225
0.850664	0.0922139
0.850676	0.0922053
0.850688	0.0921967
0.8507	0.0921881
0.850712	0.0921795
0.850724	0.0921709
0.850736	0.0921624
0.850748	0.0921538
0.85076	0.0921452
0.850772	0.0921366
0.850784	0.092128
0.850796	0.0921194
0.850808	0.0921108
0.85082	0.0921022
0.850832	0.0920937
0.850844	0.0920851
0.850856	0.0920765
0.850868	0.0920679
0.85088	0.0920593
0.850892	0.0920507
0.850904	0.0920421
0.850916	0.0920335
0.850928	0.092025
0.85094	0.0920164
0.850952	0.0920078
0.850964	0.0919992
0.850976	0.0919906
0.850988	0.091982
0.851	0.0919734
0.851012	0.0919648
0.851024	0.0919563
0.851036	0.0919477
0.851048	0.0919391
0.85106	0.0919305
0.851072	0.0919219
0.851084	0.0919133
0.851096	0.0919047
0.851108	0.0918962
0.85112	0.0918876
0.851132	0.091879
0.851144	0.0918704
0.851156	0.0918618
0.851168	0.0918532
0.85118	0.0918446
0.851192	0.0918361
0.851204	0.0918275
0.851216	0.0918189
0.851228	0.0918103
0.85124	0.0918017
0.851252	0.0917931
0.851264	0.0917846
0.851276	0.091776
0.851288	0.0917674
0.8513	0.0917588
0.851312	0.0917502
0.851324	0.0917416
0.851336	0.0917331
