N: 10
J1/J2 START: 0.8
J1/J2 END: 1.4
datapoints: 50000
caculation time with 16 threads: 5485.58 seconds

J1/J2	Delta E in J2
1.34916	0.0785169
1.34917	0.0785265
1.34918	0.0785361
1.34919	0.0785457
1.3492	0.0785553
1.34922	0.0785649
1.34923	0.0785746
1.34924	0.0785842
1.34925	0.0785938
1.34926	0.0786034
1.34928	0.078613
1.34929	0.0786227
1.3493	0.0786323
1.34931	0.0786419
1.34932	0.0786515
1.34934	0.0786611
1.34935	0.0786708
1.34936	0.0786804
1.34937	0.07869
1.34938	0.0786996
1.3494	0.0787093
1.34941	0.0787189
1.34942	0.0787285
1.34943	0.0787381
1.34944	0.0787477
1.34946	0.0787574
1.34947	0.078767
1.34948	0.0787766
1.34949	0.0787862
1.3495	0.0787959
1.34952	0.0788055
1.34953	0.0788151
1.34954	0.0788247
1.34955	0.0788344
1.34956	0.078844
1.34958	0.0788536
1.34959	0.0788632
1.3496	0.0788729
1.34961	0.0788825
1.34962	0.0788921
1.34964	0.0789017
1.34965	0.0789114
1.34966	0.078921
1.34967	0.0789306
1.34968	0.0789402
1.3497	0.0789499
1.34971	0.0789595
1.34972	0.0789691
1.34973	0.0789787
1.34974	0.0789884
1.34976	0.078998
1.34977	0.0790076
1.34978	0.0790173
1.34979	0.0790269
1.3498	0.0790365
1.34982	0.0790461
1.34983	0.0790558
1.34984	0.0790654
1.34985	0.079075
1.34986	0.0790847
1.34988	0.0790943
1.34989	0.0791039
1.3499	0.0791135
1.34991	0.0791232
1.34992	0.0791328
1.34994	0.0791424
1.34995	0.0791521
1.34996	0.0791617
1.34997	0.0791713
1.34998	0.079181
1.35	0.0791906
1.35001	0.0792002
1.35002	0.0792099
1.35003	0.0792195
1.35004	0.0792291
1.35006	0.0792388
1.35007	0.0792484
1.35008	0.079258
1.35009	0.0792677
1.3501	0.0792773
1.35012	0.0792869
1.35013	0.0792966
1.35014	0.0793062
1.35015	0.0793158
1.35016	0.0793255
1.35018	0.0793351
1.35019	0.0793447
1.3502	0.0793544
1.35021	0.079364
1.35022	0.0793736
1.35024	0.0793833
1.35025	0.0793929
1.35026	0.0794026
1.35027	0.0794122
1.35028	0.0794218
1.3503	0.0794315
1.35031	0.0794411
1.35032	0.0794507
1.35033	0.0794604
1.35034	0.07947
1.35036	0.0794797
1.35037	0.0794893
1.35038	0.0794989
1.35039	0.0795086
1.3504	0.0795182
1.35042	0.0795278
1.35043	0.0795375
1.35044	0.0795471
1.35045	0.0795568
1.35046	0.0795664
1.35048	0.079576
1.35049	0.0795857
1.3505	0.0795953
1.35051	0.079605
1.35052	0.0796146
1.35054	0.0796242
1.35055	0.0796339
1.35056	0.0796435
1.35057	0.0796532
1.35058	0.0796628
1.3506	0.0796725
1.35061	0.0796821
1.35062	0.0796917
1.35063	0.0797014
1.35064	0.079711
1.35066	0.0797207
1.35067	0.0797303
1.35068	0.07974
1.35069	0.0797496
1.3507	0.0797592
1.35072	0.0797689
1.35073	0.0797785
1.35074	0.0797882
1.35075	0.0797978
1.35076	0.0798075
1.35078	0.0798171
1.35079	0.0798268
1.3508	0.0798364
1.35081	0.079846
1.35082	0.0798557
1.35084	0.0798653
1.35085	0.079875
1.35086	0.0798846
1.35087	0.0798943
1.35088	0.0799039
1.3509	0.0799136
1.35091	0.0799232
1.35092	0.0799329
1.35093	0.0799425
1.35094	0.0799522
1.35096	0.0799618
1.35097	0.0799715
1.35098	0.0799811
1.35099	0.0799908
1.351	0.0800004
1.35102	0.0800101
1.35103	0.0800197
1.35104	0.0800294
1.35105	0.080039
1.35106	0.0800487
1.35108	0.0800583
1.35109	0.080068
1.3511	0.0800776
1.35111	0.0800873
1.35112	0.0800969
1.35114	0.0801066
1.35115	0.0801162
1.35116	0.0801259
1.35117	0.0801355
1.35118	0.0801452
1.3512	0.0801548
1.35121	0.0801645
1.35122	0.0801741
1.35123	0.0801838
1.35124	0.0801934
1.35126	0.0802031
1.35127	0.0802127
1.35128	0.0802224
1.35129	0.080232
1.3513	0.0802417
1.35132	0.0802514
1.35133	0.080261
1.35134	0.0802707
1.35135	0.0802803
1.35136	0.08029
1.35138	0.0802996
1.35139	0.0803093
1.3514	0.0803189
1.35141	0.0803286
1.35142	0.0803383
1.35144	0.0803479
1.35145	0.0803576
1.35146	0.0803672
1.35147	0.0803769
1.35148	0.0803865
1.3515	0.0803962
1.35151	0.0804059
1.35152	0.0804155
1.35153	0.0804252
1.35154	0.0804348
1.35156	0.0804445
1.35157	0.0804541
1.35158	0.0804638
1.35159	0.0804735
1.3516	0.0804831
1.35162	0.0804928
1.35163	0.0805024
1.35164	0.0805121
1.35165	0.0805218
1.35166	0.0805314
1.35168	0.0805411
1.35169	0.0805507
1.3517	0.0805604
1.35171	0.0805701
1.35172	0.0805797
1.35174	0.0805894
1.35175	0.080599
1.35176	0.0806087
1.35177	0.0806184
1.35178	0.080628
1.3518	0.0806377
1.35181	0.0806474
1.35182	0.080657
1.35183	0.0806667
1.35184	0.0806763
1.35186	0.080686
1.35187	0.0806957
1.35188	0.0807053
1.35189	0.080715
1.3519	0.0807247
1.35192	0.0807343
1.35193	0.080744
1.35194	0.0807537
1.35195	0.0807633
1.35196	0.080773
1.35198	0.0807827
1.35199	0.0807923
1.352	0.080802
1.35201	0.0808117
1.35202	0.0808213
1.35204	0.080831
1.35205	0.0808406
1.35206	0.0808503
1.35207	0.08086
1.35208	0.0808697
1.3521	0.0808793
1.35211	0.080889
1.35212	0.0808987
1.35213	0.0809083
1.35214	0.080918
1.35216	0.0809277
1.35217	0.0809373
1.35218	0.080947
1.35219	0.0809567
1.3522	0.0809663
1.35222	0.080976
1.35223	0.0809857
1.35224	0.0809953
1.35225	0.081005
1.35226	0.0810147
1.35228	0.0810244
1.35229	0.081034
1.3523	0.0810437
1.35231	0.0810534
1.35232	0.081063
1.35234	0.0810727
1.35235	0.0810824
1.35236	0.081092
1.35237	0.0811017
1.35238	0.0811114
1.3524	0.0811211
1.35241	0.0811307
1.35242	0.0811404
1.35243	0.0811501
1.35244	0.0811598
1.35246	0.0811694
1.35247	0.0811791
1.35248	0.0811888
1.35249	0.0811985
1.3525	0.0812081
1.35252	0.0812178
1.35253	0.0812275
1.35254	0.0812372
1.35255	0.0812468
1.35256	0.0812565
1.35258	0.0812662
1.35259	0.0812759
1.3526	0.0812855
1.35261	0.0812952
1.35262	0.0813049
1.35264	0.0813146
1.35265	0.0813242
1.35266	0.0813339
1.35267	0.0813436
1.35268	0.0813533
1.3527	0.0813629
1.35271	0.0813726
1.35272	0.0813823
1.35273	0.081392
1.35274	0.0814017
1.35276	0.0814113
1.35277	0.081421
1.35278	0.0814307
1.35279	0.0814404
1.3528	0.08145
1.35282	0.0814597
1.35283	0.0814694
1.35284	0.0814791
1.35285	0.0814888
1.35286	0.0814984
1.35288	0.0815081
1.35289	0.0815178
1.3529	0.0815275
1.35291	0.0815372
1.35292	0.0815468
1.35294	0.0815565
1.35295	0.0815662
1.35296	0.0815759
1.35297	0.0815856
1.35298	0.0815953
1.353	0.0816049
1.35301	0.0816146
1.35302	0.0816243
1.35303	0.081634
1.35304	0.0816437
1.35306	0.0816534
1.35307	0.081663
1.35308	0.0816727
1.35309	0.0816824
1.3531	0.0816921
1.35312	0.0817018
1.35313	0.0817115
1.35314	0.0817211
1.35315	0.0817308
1.35316	0.0817405
1.35318	0.0817502
1.35319	0.0817599
1.3532	0.0817696
1.35321	0.0817793
1.35322	0.0817889
1.35324	0.0817986
1.35325	0.0818083
1.35326	0.081818
1.35327	0.0818277
1.35328	0.0818374
1.3533	0.0818471
1.35331	0.0818567
1.35332	0.0818664
1.35333	0.0818761
1.35334	0.0818858
1.35336	0.0818955
1.35337	0.0819052
1.35338	0.0819149
1.35339	0.0819246
1.3534	0.0819343
1.35342	0.0819439
1.35343	0.0819536
1.35344	0.0819633
1.35345	0.081973
1.35346	0.0819827
1.35348	0.0819924
1.35349	0.0820021
1.3535	0.0820118
1.35351	0.0820215
1.35352	0.0820312
1.35354	0.0820408
1.35355	0.0820505
1.35356	0.0820602
1.35357	0.0820699
1.35358	0.0820796
1.3536	0.0820893
1.35361	0.082099
1.35362	0.0821087
1.35363	0.0821184
1.35364	0.0821281
1.35366	0.0821378
1.35367	0.0821475
1.35368	0.0821572
1.35369	0.0821668
1.3537	0.0821765
1.35372	0.0821862
1.35373	0.0821959
1.35374	0.0822056
1.35375	0.0822153
1.35376	0.082225
1.35378	0.0822347
1.35379	0.0822444
1.3538	0.0822541
1.35381	0.0822638
1.35382	0.0822735
1.35384	0.0822832
1.35385	0.0822929
1.35386	0.0823026
1.35387	0.0823123
1.35388	0.082322
1.3539	0.0823317
1.35391	0.0823414
1.35392	0.0823511
1.35393	0.0823608
1.35394	0.0823705
1.35396	0.0823802
1.35397	0.0823899
1.35398	0.0823996
1.35399	0.0824093
1.354	0.082419
1.35402	0.0824287
1.35403	0.0824384
1.35404	0.0824481
1.35405	0.0824578
1.35406	0.0824675
1.35408	0.0824772
1.35409	0.0824869
1.3541	0.0824966
1.35411	0.0825063
1.35412	0.082516
1.35414	0.0825257
1.35415	0.0825354
1.35416	0.0825451
1.35417	0.0825548
1.35418	0.0825645
1.3542	0.0825742
1.35421	0.0825839
1.35422	0.0825936
1.35423	0.0826033
1.35424	0.082613
1.35426	0.0826227
1.35427	0.0826324
1.35428	0.0826421
1.35429	0.0826518
1.3543	0.0826615
1.35432	0.0826712
1.35433	0.0826809
1.35434	0.0826906
1.35435	0.0827003
1.35436	0.08271
1.35438	0.0827197
1.35439	0.0827294
1.3544	0.0827391
1.35441	0.0827488
1.35442	0.0827585
1.35444	0.0827682
1.35445	0.082778
1.35446	0.0827877
1.35447	0.0827974
1.35448	0.0828071
1.3545	0.0828168
1.35451	0.0828265
1.35452	0.0828362
1.35453	0.0828459
1.35454	0.0828556
1.35456	0.0828653
1.35457	0.082875
1.35458	0.0828847
1.35459	0.0828944
1.3546	0.0829041
1.35462	0.0829139
1.35463	0.0829236
1.35464	0.0829333
1.35465	0.082943
1.35466	0.0829527
1.35468	0.0829624
1.35469	0.0829721
1.3547	0.0829818
1.35471	0.0829915
1.35472	0.0830012
1.35474	0.083011
1.35475	0.0830207
1.35476	0.0830304
1.35477	0.0830401
1.35478	0.0830498
1.3548	0.0830595
1.35481	0.0830692
1.35482	0.0830789
1.35483	0.0830886
1.35484	0.0830984
1.35486	0.0831081
1.35487	0.0831178
1.35488	0.0831275
1.35489	0.0831372
1.3549	0.0831469
1.35492	0.0831566
1.35493	0.0831664
1.35494	0.0831761
1.35495	0.0831858
1.35496	0.0831955
1.35498	0.0832052
1.35499	0.0832149
1.355	0.0832246
1.35501	0.0832344
1.35502	0.0832441
1.35504	0.0832538
1.35505	0.0832635
1.35506	0.0832732
1.35507	0.0832829
1.35508	0.0832927
1.3551	0.0833024
1.35511	0.0833121
1.35512	0.0833218
1.35513	0.0833315
1.35514	0.0833412
1.35516	0.083351
1.35517	0.0833607
1.35518	0.0833704
1.35519	0.0833801
1.3552	0.0833898
1.35522	0.0833995
1.35523	0.0834093
1.35524	0.083419
1.35525	0.0834287
1.35526	0.0834384
1.35528	0.0834481
1.35529	0.0834579
1.3553	0.0834676
1.35531	0.0834773
1.35532	0.083487
1.35534	0.0834967
1.35535	0.0835065
1.35536	0.0835162
1.35537	0.0835259
1.35538	0.0835356
1.3554	0.0835453
1.35541	0.0835551
1.35542	0.0835648
1.35543	0.0835745
1.35544	0.0835842
1.35546	0.083594
1.35547	0.0836037
1.35548	0.0836134
1.35549	0.0836231
1.3555	0.0836328
1.35552	0.0836426
1.35553	0.0836523
1.35554	0.083662
1.35555	0.0836717
1.35556	0.0836815
1.35558	0.0836912
1.35559	0.0837009
1.3556	0.0837106
1.35561	0.0837204
1.35562	0.0837301
1.35564	0.0837398
1.35565	0.0837495
1.35566	0.0837593
1.35567	0.083769
1.35568	0.0837787
1.3557	0.0837884
1.35571	0.0837982
1.35572	0.0838079
1.35573	0.0838176
1.35574	0.0838274
1.35576	0.0838371
1.35577	0.0838468
1.35578	0.0838565
1.35579	0.0838663
1.3558	0.083876
1.35582	0.0838857
1.35583	0.0838954
1.35584	0.0839052
1.35585	0.0839149
1.35586	0.0839246
1.35588	0.0839344
1.35589	0.0839441
1.3559	0.0839538
1.35591	0.0839636
1.35592	0.0839733
1.35594	0.083983
1.35595	0.0839927
1.35596	0.0840025
1.35597	0.0840122
1.35598	0.0840219
1.356	0.0840317
1.35601	0.0840414
1.35602	0.0840511
1.35603	0.0840609
1.35604	0.0840706
1.35606	0.0840803
1.35607	0.0840901
1.35608	0.0840998
1.35609	0.0841095
1.3561	0.0841193
1.35612	0.084129
1.35613	0.0841387
1.35614	0.0841485
1.35615	0.0841582
1.35616	0.0841679
1.35618	0.0841777
1.35619	0.0841874
1.3562	0.0841971
1.35621	0.0842069
1.35622	0.0842166
1.35624	0.0842263
1.35625	0.0842361
1.35626	0.0842458
1.35627	0.0842555
1.35628	0.0842653
1.3563	0.084275
1.35631	0.0842847
1.35632	0.0842945
1.35633	0.0843042
1.35634	0.0843139
1.35636	0.0843237
1.35637	0.0843334
1.35638	0.0843432
1.35639	0.0843529
1.3564	0.0843626
1.35642	0.0843724
1.35643	0.0843821
1.35644	0.0843918
1.35645	0.0844016
1.35646	0.0844113
1.35648	0.0844211
1.35649	0.0844308
1.3565	0.0844405
1.35651	0.0844503
1.35652	0.08446
1.35654	0.0844698
1.35655	0.0844795
1.35656	0.0844892
1.35657	0.084499
1.35658	0.0845087
1.3566	0.0845185
1.35661	0.0845282
1.35662	0.0845379
1.35663	0.0845477
1.35664	0.0845574
1.35666	0.0845672
1.35667	0.0845769
1.35668	0.0845867
1.35669	0.0845964
1.3567	0.0846061
1.35672	0.0846159
1.35673	0.0846256
1.35674	0.0846354
1.35675	0.0846451
1.35676	0.0846549
1.35678	0.0846646
1.35679	0.0846743
1.3568	0.0846841
1.35681	0.0846938
1.35682	0.0847036
1.35684	0.0847133
1.35685	0.0847231
1.35686	0.0847328
1.35687	0.0847426
1.35688	0.0847523
1.3569	0.084762
1.35691	0.0847718
1.35692	0.0847815
1.35693	0.0847913
1.35694	0.084801
1.35696	0.0848108
1.35697	0.0848205
1.35698	0.0848303
1.35699	0.08484
1.357	0.0848498
1.35702	0.0848595
1.35703	0.0848693
1.35704	0.084879
1.35705	0.0848887
1.35706	0.0848985
1.35708	0.0849082
1.35709	0.084918
1.3571	0.0849277
1.35711	0.0849375
1.35712	0.0849472
1.35714	0.084957
1.35715	0.0849667
1.35716	0.0849765
1.35717	0.0849862
1.35718	0.084996
1.3572	0.0850057
1.35721	0.0850155
1.35722	0.0850252
1.35723	0.085035
1.35724	0.0850447
1.35726	0.0850545
1.35727	0.0850642
1.35728	0.085074
1.35729	0.0850837
1.3573	0.0850935
1.35732	0.0851033
1.35733	0.085113
1.35734	0.0851228
1.35735	0.0851325
1.35736	0.0851423
1.35738	0.085152
1.35739	0.0851618
1.3574	0.0851715
1.35741	0.0851813
1.35742	0.085191
1.35744	0.0852008
1.35745	0.0852105
1.35746	0.0852203
1.35747	0.08523
1.35748	0.0852398
1.3575	0.0852496
1.35751	0.0852593
1.35752	0.0852691
1.35753	0.0852788
1.35754	0.0852886
1.35756	0.0852983
1.35757	0.0853081
1.35758	0.0853178
1.35759	0.0853276
1.3576	0.0853374
1.35762	0.0853471
1.35763	0.0853569
1.35764	0.0853666
1.35765	0.0853764
1.35766	0.0853861
1.35768	0.0853959
1.35769	0.0854057
1.3577	0.0854154
1.35771	0.0854252
1.35772	0.0854349
1.35774	0.0854447
1.35775	0.0854545
1.35776	0.0854642
1.35777	0.085474
1.35778	0.0854837
1.3578	0.0854935
1.35781	0.0855032
1.35782	0.085513
1.35783	0.0855228
1.35784	0.0855325
1.35786	0.0855423
1.35787	0.085552
1.35788	0.0855618
1.35789	0.0855716
1.3579	0.0855813
1.35792	0.0855911
1.35793	0.0856009
1.35794	0.0856106
1.35795	0.0856204
1.35796	0.0856301
1.35798	0.0856399
1.35799	0.0856497
1.358	0.0856594
1.35801	0.0856692
1.35802	0.085679
1.35804	0.0856887
1.35805	0.0856985
1.35806	0.0857082
1.35807	0.085718
1.35808	0.0857278
1.3581	0.0857375
1.35811	0.0857473
1.35812	0.0857571
1.35813	0.0857668
1.35814	0.0857766
1.35816	0.0857864
1.35817	0.0857961
1.35818	0.0858059
1.35819	0.0858157
1.3582	0.0858254
1.35822	0.0858352
1.35823	0.085845
1.35824	0.0858547
1.35825	0.0858645
1.35826	0.0858743
1.35828	0.085884
1.35829	0.0858938
1.3583	0.0859036
1.35831	0.0859133
1.35832	0.0859231
1.35834	0.0859329
1.35835	0.0859426
1.35836	0.0859524
1.35837	0.0859622
1.35838	0.0859719
1.3584	0.0859817
1.35841	0.0859915
1.35842	0.0860012
1.35843	0.086011
1.35844	0.0860208
1.35846	0.0860306
1.35847	0.0860403
1.35848	0.0860501
1.35849	0.0860599
1.3585	0.0860696
1.35852	0.0860794
1.35853	0.0860892
1.35854	0.086099
1.35855	0.0861087
1.35856	0.0861185
1.35858	0.0861283
1.35859	0.086138
1.3586	0.0861478
1.35861	0.0861576
1.35862	0.0861674
1.35864	0.0861771
1.35865	0.0861869
1.35866	0.0861967
1.35867	0.0862064
1.35868	0.0862162
1.3587	0.086226
1.35871	0.0862358
1.35872	0.0862455
1.35873	0.0862553
1.35874	0.0862651
1.35876	0.0862749
1.35877	0.0862846
1.35878	0.0862944
1.35879	0.0863042
1.3588	0.086314
1.35882	0.0863237
1.35883	0.0863335
1.35884	0.0863433
1.35885	0.0863531
1.35886	0.0863628
1.35888	0.0863726
1.35889	0.0863824
1.3589	0.0863922
1.35891	0.086402
1.35892	0.0864117
1.35894	0.0864215
1.35895	0.0864313
1.35896	0.0864411
1.35897	0.0864508
1.35898	0.0864606
1.359	0.0864704
1.35901	0.0864802
1.35902	0.08649
1.35903	0.0864997
1.35904	0.0865095
1.35906	0.0865193
1.35907	0.0865291
1.35908	0.0865389
1.35909	0.0865486
1.3591	0.0865584
1.35912	0.0865682
1.35913	0.086578
1.35914	0.0865878
1.35915	0.0865975
1.35916	0.0866073
1.35918	0.0866171
1.35919	0.0866269
1.3592	0.0866367
1.35921	0.0866464
1.35922	0.0866562
1.35924	0.086666
1.35925	0.0866758
1.35926	0.0866856
1.35927	0.0866954
1.35928	0.0867051
1.3593	0.0867149
1.35931	0.0867247
1.35932	0.0867345
1.35933	0.0867443
1.35934	0.0867541
1.35936	0.0867638
1.35937	0.0867736
1.35938	0.0867834
1.35939	0.0867932
1.3594	0.086803
1.35942	0.0868128
1.35943	0.0868225
1.35944	0.0868323
1.35945	0.0868421
1.35946	0.0868519
1.35948	0.0868617
1.35949	0.0868715
1.3595	0.0868813
1.35951	0.086891
1.35952	0.0869008
1.35954	0.0869106
1.35955	0.0869204
1.35956	0.0869302
1.35957	0.08694
1.35958	0.0869498
1.3596	0.0869596
1.35961	0.0869693
1.35962	0.0869791
1.35963	0.0869889
1.35964	0.0869987
1.35966	0.0870085
1.35967	0.0870183
1.35968	0.0870281
1.35969	0.0870379
1.3597	0.0870476
1.35972	0.0870574
1.35973	0.0870672
1.35974	0.087077
1.35975	0.0870868
1.35976	0.0870966
1.35978	0.0871064
1.35979	0.0871162
1.3598	0.087126
1.35981	0.0871358
1.35982	0.0871456
1.35984	0.0871553
1.35985	0.0871651
1.35986	0.0871749
1.35987	0.0871847
1.35988	0.0871945
1.3599	0.0872043
1.35991	0.0872141
1.35992	0.0872239
1.35993	0.0872337
1.35994	0.0872435
1.35996	0.0872533
1.35997	0.0872631
1.35998	0.0872729
1.35999	0.0872826
1.36	0.0872924
1.36002	0.0873022
1.36003	0.087312
1.36004	0.0873218
1.36005	0.0873316
1.36006	0.0873414
1.36008	0.0873512
1.36009	0.087361
1.3601	0.0873708
1.36011	0.0873806
1.36012	0.0873904
1.36014	0.0874002
1.36015	0.08741
1.36016	0.0874198
1.36017	0.0874296
1.36018	0.0874394
1.3602	0.0874492
1.36021	0.087459
1.36022	0.0874688
1.36023	0.0874786
1.36024	0.0874884
1.36026	0.0874982
1.36027	0.087508
1.36028	0.0875178
1.36029	0.0875275
1.3603	0.0875373
1.36032	0.0875471
1.36033	0.0875569
1.36034	0.0875667
1.36035	0.0875765
1.36036	0.0875863
1.36038	0.0875961
1.36039	0.0876059
1.3604	0.0876157
1.36041	0.0876255
1.36042	0.0876353
1.36044	0.0876451
1.36045	0.0876549
1.36046	0.0876647
1.36047	0.0876745
1.36048	0.0876843
1.3605	0.0876941
1.36051	0.087704
1.36052	0.0877138
1.36053	0.0877236
1.36054	0.0877334
1.36056	0.0877432
1.36057	0.087753
1.36058	0.0877628
1.36059	0.0877726
1.3606	0.0877824
1.36062	0.0877922
1.36063	0.087802
1.36064	0.0878118
1.36065	0.0878216
1.36066	0.0878314
1.36068	0.0878412
1.36069	0.087851
1.3607	0.0878608
1.36071	0.0878706
1.36072	0.0878804
1.36074	0.0878902
1.36075	0.0879
1.36076	0.0879098
1.36077	0.0879196
1.36078	0.0879294
1.3608	0.0879392
1.36081	0.0879491
1.36082	0.0879589
1.36083	0.0879687
1.36084	0.0879785
1.36086	0.0879883
1.36087	0.0879981
1.36088	0.0880079
1.36089	0.0880177
1.3609	0.0880275
1.36092	0.0880373
1.36093	0.0880471
1.36094	0.0880569
1.36095	0.0880667
1.36096	0.0880765
1.36098	0.0880864
1.36099	0.0880962
1.361	0.088106
1.36101	0.0881158
1.36102	0.0881256
1.36104	0.0881354
1.36105	0.0881452
1.36106	0.088155
1.36107	0.0881648
1.36108	0.0881746
1.3611	0.0881845
1.36111	0.0881943
1.36112	0.0882041
1.36113	0.0882139
1.36114	0.0882237
1.36116	0.0882335
1.36117	0.0882433
1.36118	0.0882531
1.36119	0.0882629
1.3612	0.0882728
1.36122	0.0882826
1.36123	0.0882924
1.36124	0.0883022
1.36125	0.088312
1.36126	0.0883218
1.36128	0.0883316
1.36129	0.0883414
1.3613	0.0883513
1.36131	0.0883611
1.36132	0.0883709
1.36134	0.0883807
1.36135	0.0883905
1.36136	0.0884003
1.36137	0.0884101
1.36138	0.08842
1.3614	0.0884298
1.36141	0.0884396
1.36142	0.0884494
1.36143	0.0884592
1.36144	0.088469
1.36146	0.0884789
1.36147	0.0884887
1.36148	0.0884985
1.36149	0.0885083
1.3615	0.0885181
1.36152	0.0885279
1.36153	0.0885378
1.36154	0.0885476
1.36155	0.0885574
1.36156	0.0885672
1.36158	0.088577
1.36159	0.0885868
1.3616	0.0885967
1.36161	0.0886065
1.36162	0.0886163
1.36164	0.0886261
1.36165	0.0886359
1.36166	0.0886458
1.36167	0.0886556
1.36168	0.0886654
1.3617	0.0886752
1.36171	0.088685
1.36172	0.0886949
1.36173	0.0887047
1.36174	0.0887145
1.36176	0.0887243
1.36177	0.0887341
1.36178	0.088744
1.36179	0.0887538
1.3618	0.0887636
1.36182	0.0887734
1.36183	0.0887832
1.36184	0.0887931
1.36185	0.0888029
1.36186	0.0888127
1.36188	0.0888225
1.36189	0.0888324
1.3619	0.0888422
1.36191	0.088852
1.36192	0.0888618
1.36194	0.0888716
1.36195	0.0888815
1.36196	0.0888913
1.36197	0.0889011
1.36198	0.0889109
1.362	0.0889208
1.36201	0.0889306
1.36202	0.0889404
1.36203	0.0889502
1.36204	0.0889601
1.36206	0.0889699
1.36207	0.0889797
1.36208	0.0889895
1.36209	0.0889994
1.3621	0.0890092
1.36212	0.089019
1.36213	0.0890288
1.36214	0.0890387
1.36215	0.0890485
1.36216	0.0890583
1.36218	0.0890681
1.36219	0.089078
1.3622	0.0890878
1.36221	0.0890976
1.36222	0.0891075
1.36224	0.0891173
1.36225	0.0891271
1.36226	0.0891369
1.36227	0.0891468
1.36228	0.0891566
1.3623	0.0891664
1.36231	0.0891763
1.36232	0.0891861
1.36233	0.0891959
1.36234	0.0892057
1.36236	0.0892156
1.36237	0.0892254
1.36238	0.0892352
1.36239	0.0892451
1.3624	0.0892549
1.36242	0.0892647
1.36243	0.0892746
1.36244	0.0892844
1.36245	0.0892942
1.36246	0.089304
1.36248	0.0893139
1.36249	0.0893237
1.3625	0.0893335
1.36251	0.0893434
1.36252	0.0893532
1.36254	0.089363
1.36255	0.0893729
1.36256	0.0893827
1.36257	0.0893925
1.36258	0.0894024
1.3626	0.0894122
1.36261	0.089422
1.36262	0.0894319
1.36263	0.0894417
1.36264	0.0894515
1.36266	0.0894614
1.36267	0.0894712
1.36268	0.089481
1.36269	0.0894909
1.3627	0.0895007
1.36272	0.0895105
1.36273	0.0895204
1.36274	0.0895302
1.36275	0.08954
1.36276	0.0895499
1.36278	0.0895597
1.36279	0.0895696
1.3628	0.0895794
1.36281	0.0895892
1.36282	0.0895991
1.36284	0.0896089
1.36285	0.0896187
1.36286	0.0896286
1.36287	0.0896384
1.36288	0.0896482
1.3629	0.0896581
1.36291	0.0896679
1.36292	0.0896778
1.36293	0.0896876
1.36294	0.0896974
1.36296	0.0897073
1.36297	0.0897171
1.36298	0.089727
1.36299	0.0897368
1.363	0.0897466
1.36302	0.0897565
1.36303	0.0897663
1.36304	0.0897761
1.36305	0.089786
1.36306	0.0897958
1.36308	0.0898057
1.36309	0.0898155
1.3631	0.0898254
1.36311	0.0898352
1.36312	0.089845
1.36314	0.0898549
1.36315	0.0898647
1.36316	0.0898746
1.36317	0.0898844
1.36318	0.0898942
1.3632	0.0899041
1.36321	0.0899139
1.36322	0.0899238
1.36323	0.0899336
1.36324	0.0899435
1.36326	0.0899533
1.36327	0.0899631
1.36328	0.089973
1.36329	0.0899828
1.3633	0.0899927
1.36332	0.0900025
1.36333	0.0900124
1.36334	0.0900222
1.36335	0.090032
1.36336	0.0900419
1.36338	0.0900517
1.36339	0.0900616
1.3634	0.0900714
1.36341	0.0900813
1.36342	0.0900911
1.36344	0.090101
1.36345	0.0901108
1.36346	0.0901207
1.36347	0.0901305
1.36348	0.0901403
1.3635	0.0901502
1.36351	0.09016
1.36352	0.0901699
1.36353	0.0901797
1.36354	0.0901896
1.36356	0.0901994
1.36357	0.0902093
1.36358	0.0902191
1.36359	0.090229
1.3636	0.0902388
1.36362	0.0902487
1.36363	0.0902585
1.36364	0.0902684
1.36365	0.0902782
1.36366	0.0902881
1.36368	0.0902979
1.36369	0.0903078
1.3637	0.0903176
1.36371	0.0903275
1.36372	0.0903373
1.36374	0.0903472
1.36375	0.090357
1.36376	0.0903669
1.36377	0.0903767
1.36378	0.0903866
1.3638	0.0903964
1.36381	0.0904063
1.36382	0.0904161
1.36383	0.090426
1.36384	0.0904358
1.36386	0.0904457
1.36387	0.0904555
1.36388	0.0904654
1.36389	0.0904752
1.3639	0.0904851
1.36392	0.0904949
1.36393	0.0905048
1.36394	0.0905146
1.36395	0.0905245
1.36396	0.0905343
1.36398	0.0905442
1.36399	0.0905541
1.364	0.0905639
1.36401	0.0905738
1.36402	0.0905836
1.36404	0.0905935
1.36405	0.0906033
1.36406	0.0906132
1.36407	0.090623
1.36408	0.0906329
1.3641	0.0906427
1.36411	0.0906526
1.36412	0.0906625
1.36413	0.0906723
1.36414	0.0906822
1.36416	0.090692
1.36417	0.0907019
1.36418	0.0907117
1.36419	0.0907216
1.3642	0.0907314
1.36422	0.0907413
1.36423	0.0907512
1.36424	0.090761
1.36425	0.0907709
1.36426	0.0907807
1.36428	0.0907906
1.36429	0.0908005
1.3643	0.0908103
1.36431	0.0908202
1.36432	0.09083
1.36434	0.0908399
1.36435	0.0908497
1.36436	0.0908596
1.36437	0.0908695
1.36438	0.0908793
1.3644	0.0908892
1.36441	0.090899
1.36442	0.0909089
1.36443	0.0909188
1.36444	0.0909286
1.36446	0.0909385
1.36447	0.0909483
1.36448	0.0909582
1.36449	0.0909681
1.3645	0.0909779
